Name,market_value,age,national_team_ranking,club_ranking,minutes_played,goals,assists,position
Klaus Hoffmann,6557316.799717955,17,151,74,1322,28,10,DF
Matthias Neumann,3685122.8272076696,32,106,118,1817,28,2,FW
Uwe Jung,466138.44563253224,26,16,10,1059,19,18,MF
Frank Weber,3070317.3860441893,19,120,184,1617,4,18,FWMF
Sebastian Schulz,9347492.686077021,32,35,5,1780,24,16,FWDF
Wolfgang Schulz,9497331.027733162,15,15,750,2360,9,20,MF
Frank Hoffmann,9799654.018483125,18,96,180,1185,10,5,MFDF
Heinrich Dietrich,3157311.8747444823,33,86,155,1174,4,11,MFDF
Matthias Krüger,2504971.11028526,27,112,118,1167,30,6,FWMF
Rolf Hoffmann,2309630.6598978117,21,84,12,243,16,7,DF
Stefan Wagner,1984510.1074781269,24,134,180,1581,28,18,FWMF
Lothar Weber,6781000.649603084,17,16,155,2339,24,15,DF
Lothar Müller,200678.6863785237,26,197,12,928,0,17,FW
Uwe Voigt,2169253.2405722886,36,3,170,2709,10,3,FWDF
Thomas Fischer,5956811.0066931695,19,168,74,1802,6,6,FW
Peter Seidel,5522163.486201316,34,56,74,320,10,20,DF
Lothar Zimmermann,4968704.517930746,35,38,180,2361,6,1,FWMF
Christian Fischer,3655857.102572918,34,164,118,2825,8,14,MFDF
Lothar Schwarz,450378.58593277633,40,16,155,143,17,1,FWMF
Andreas Seidel,5804214.5270854235,30,93,250,2128,26,12,MF
Karl Richter,1587567.7858944982,16,94,65,236,8,17,MF
Otto Koch,5895360.743207857,25,169,184,2100,30,18,MFDF
Uwe Braun,9737733.59938059,35,16,155,1444,4,15,DF
Otto Hoffmann,1343837.336753495,27,109,14,563,30,9,FW
Oliver Seidel,3152845.0367972255,38,113,93,2552,17,9,MF
Michael Kuhn,4484240.553411655,29,179,93,2093,10,11,FWDF
Peter Vogel,2037065.7997904345,26,100,750,2708,8,10,FW
Patrick Meyer,2905433.739628643,31,16,10,2556,2,10,FW
Heinrich Seidel,3242642.685165629,19,43,750,2166,28,19,DF
Peter Richter,6055521.2422972545,34,43,5,664,19,20,DF
Uwe Dietrich,8393028.218578547,16,16,118,486,27,19,MFDF
Lukas Schwarz,4493154.869414866,17,153,74,2754,16,13,FWMF
Martin Hofmann,3985664.168582298,30,91,155,1090,3,15,DF
Dirk Richter,5410807.334561832,21,183,250,2439,11,15,MF
Friedrich Kern,1355339.9266209453,20,112,101,1329,16,19,FWDF
Matthias Wolf,639437.0547030121,15,138,10,2294,6,19,DF
Werner Koch,4171949.6204750612,33,16,12,523,3,16,FW
Jürgen Lang,9093274.864647537,32,16,264,1546,15,8,MF
Sebastian Voigt,3189165.813312866,29,53,184,1911,11,20,FWMF
Sebastian Schneider,5803186.675673351,17,16,12,2628,27,13,FW
Manfred Bauer,9208454.602886923,33,54,117,1479,5,15,DF
Manfred Koch,7870564.574585296,31,6,750,2675,8,19,FWDF
Wolfgang Schröder,7688512.424891815,38,133,93,148,1,20,FWMF
Karl Braun,2467642.3608791083,17,112,184,862,26,3,FWDF
Otto Voigt,837533.6399767548,21,161,65,2879,26,2,FW
Lukas Seidel,4043931.2777714804,21,144,117,148,22,14,FWDF
Martin Bauer,372972.02865593135,20,126,12,1296,20,13,MF
Stefan Schneider,2827340.916963294,27,74,750,320,7,2,FWDF
Dirk Jung,610389.9016045034,28,16,118,2106,24,3,FW
Frank Schwarz,9309249.619184993,15,124,93,1653,23,20,FW
Peter Schmidt,8292359.151062556,33,139,5,2889,6,15,MF
Friedrich Hofmann,8715247.866814025,40,11,264,1694,12,17,FWDF
Rolf Koch,2744782.4019473046,28,197,180,379,3,17,MFDF
Hans Koch,6500909.155188128,20,16,118,1907,5,16,FWMF
Rolf Wagner,8688468.842883594,37,16,155,881,15,0,FW
Matthias Hoffmann,6245520.667708479,31,197,264,309,14,9,DF
Werner Schwarz,8245345.908193849,36,183,264,1090,25,8,MFDF
Dirk Wagner,9254900.29368084,19,131,5,2816,20,5,FWDF
Heinrich Kuhn,2788884.22511518,16,16,250,1646,8,0,DF
Lukas Krause,7813629.277935252,23,2,170,2829,5,4,FWDF
Andreas Schröder,9988978.722062893,30,173,93,897,29,11,FWMF
Klaus Weber,2055886.596837081,36,11,170,301,12,13,FWDF
Michael Müller,124241.57122150064,17,34,750,305,16,16,FWMF
Peter Wolf,8646611.42558325,15,16,93,2159,18,15,FWMF
Otto Schröder,8872591.359959915,35,76,14,1348,17,3,MF
Stefan Braun,7944616.744294763,18,170,74,1581,21,10,MF
Otto Becker,5930130.100692622,19,110,12,2654,17,8,FWMF
Matthias Koch,7086422.873358242,30,202,117,733,2,17,FW
Hans Weber,8295202.31441129,19,99,264,205,25,9,MF
Manfred Wolf,3694081.348949112,18,41,264,1033,16,12,MFDF
Dirk Seidel,2625752.514018677,23,88,101,1110,22,16,DF
Patrick Müller,6055952.484509908,28,122,10,2645,20,17,FWMF
Friedrich Neumann,2457059.95708704,40,58,65,1437,4,13,FWMF
Lukas Kuhn,6437790.110101923,35,142,180,2905,9,4,MF
Helmut Hofmann,409354.506037198,32,16,74,2923,6,18,MF
Friedrich Schulz,5425678.85669414,27,136,5,2507,30,6,DF
Lothar Voigt,1581700.782245025,18,166,180,1282,5,7,DF
Uwe Wolf,2476648.287731223,31,111,180,2106,26,18,FWDF
Thomas Koch,6294932.469492778,30,199,155,1799,16,4,MF
Frank Wolf,9778102.116798982,21,181,8,1165,16,11,FWDF
Peter Braun,9482153.39158196,17,41,65,834,23,12,FWMF
Stefan Bauer,3039391.9869558886,21,186,155,1340,2,12,FW
Sebastian Braun,5105762.413167395,21,164,14,2121,26,15,MF
Lothar Bauer,6122173.106810078,23,156,5,2638,19,0,DF
Klaus Schwarz,4500991.434860043,22,35,184,1885,19,10,MFDF
Stefan Müller,3721154.6344682574,38,150,5,1638,3,10,FW
Sebastian Lang,452253.53804416955,34,16,264,2655,8,18,FW
Dirk Hoffmann,6895522.778504528,30,121,10,1918,30,14,MF
Rolf Krüger,4059384.624683298,30,65,93,2963,8,8,MFDF
Lothar Vogel,3087315.11705555,34,120,170,1046,28,5,MF
Peter Bauer,4536173.903243616,23,59,10,1200,16,3,FW
Otto Weber,7755600.183154456,15,7,12,506,22,5,FWMF
Lothar Richter,3649010.722152889,39,50,117,1407,28,16,MF
Helmut Schmidt,2637150.4120295867,34,81,8,407,12,7,MF
Andreas Meyer,6140557.191823609,17,73,12,1595,28,3,MF
Uwe Schulz,6769397.519226186,17,94,180,727,27,3,MF
Klaus Vogel,5193809.092021547,39,205,750,762,0,0,MF
Sebastian Fischer,9755357.280233875,37,196,65,1030,21,4,FW
Oliver Fischer,9662952.68270187,40,72,65,291,29,3,MF
Patrick Krüger,3351354.331895709,33,178,14,2123,18,15,DF
Frank Bauer,8811059.457156807,36,146,12,2424,4,14,FWDF
Rolf Müller,8269279.295485467,39,16,170,1311,21,20,DF
Jürgen Seidel,2231466.7503116652,20,67,180,968,29,4,FWDF
Oliver Meyer,4012704.111938365,20,1,93,1428,0,1,MFDF
Peter Voigt,389287.5903053209,39,45,65,1865,9,6,FWDF
Otto Jung,7669578.690920025,29,16,10,1678,29,1,MF
Michael Zimmermann,2670575.5467293784,34,91,264,2831,10,3,MFDF
Martin Braun,5646210.070792586,36,20,155,1728,15,17,FWMF
Werner Neumann,2326656.1042051762,32,16,118,123,19,20,MFDF
Heinrich Neumann,1893384.9546592683,30,91,170,1765,30,4,DF
Oliver Krüger,605941.6513657197,32,136,750,2053,9,11,DF
Otto Vogel,4284319.821046665,33,161,65,1727,24,4,FWDF
Jürgen Weber,4570551.803219132,24,40,264,2823,26,11,FWMF
Martin Krüger,7316421.869536862,35,77,184,1093,21,5,DF
Michael Schwarz,3772942.523495294,38,167,184,816,18,8,FW
Peter Koch,9984388.28184735,24,71,750,701,16,6,FWDF
Wolfgang Kuhn,7821967.395721003,40,16,8,733,27,20,FWDF
Andreas Neumann,5443566.979048774,27,77,101,2912,29,14,FWMF
Thomas Meyer,8248625.26494544,33,24,5,1191,27,10,DF
Karl Schwarz,4642313.130060211,25,209,180,2325,20,12,FW
Martin Becker,253103.55939436704,34,157,5,2921,22,2,FW
Dirk Schröder,3707219.846174121,38,141,65,1956,23,15,DF
Lothar Schneider,8607362.506422214,16,154,8,672,10,6,FW
Martin Meyer,9143127.781059593,37,16,264,1465,19,11,MFDF
Jürgen Wolf,369388.62779643387,27,184,180,2280,29,15,MF
Karl Meyer,7130406.209104694,26,129,14,1659,19,8,MFDF
Sebastian Schröder,5130955.36895562,29,46,101,1295,30,6,FWMF
Rolf Lang,5672409.803164192,16,182,170,1850,20,3,FWMF
Friedrich Schmidt,4084717.9863601923,29,129,170,2110,27,8,FWDF
Klaus Voigt,9438725.87995138,16,153,264,2526,27,5,FWMF
Frank Schröder,3916675.8263483644,29,4,264,1678,15,6,FWMF
Heinrich Hofmann,6039216.399006546,24,148,8,2862,8,4,DF
Lothar Krause,3697080.267337151,17,85,184,775,27,14,DF
Christian Kuhn,7143505.299650133,22,16,750,2267,5,16,DF
Christian Weber,9200471.039186232,18,193,184,1844,12,10,FWDF
Werner Schröder,7382312.281103805,20,14,65,2352,1,18,FW
Oliver Wagner,8873308.49422142,15,16,14,2838,1,11,FWDF
Heinrich Wagner,9196500.42206049,20,160,93,1362,1,6,DF
Thomas Vogel,1781322.3940320313,23,16,117,2967,12,19,FWMF
Rolf Zimmermann,3842428.2759428024,39,65,180,948,21,6,FWDF
Stefan Richter,8551198.495947756,32,16,74,2186,6,19,MFDF
Jürgen Bauer,8976701.509277336,30,71,5,2814,20,16,MF
Frank Wagner,604192.1662865207,31,25,5,1675,18,14,MFDF
Michael Seidel,4514946.4866146445,17,184,5,1165,21,15,FW
Michael Dietrich,5599698.322638869,28,193,5,2238,25,20,MF
Jürgen Neumann,1454358.3092745394,31,185,8,1205,29,15,MFDF
Friedrich Dietrich,3432294.2479746416,19,16,10,1447,20,17,DF
Lothar Koch,2024631.298193708,30,29,5,2515,19,13,FWMF
Frank Braun,8766976.51213035,19,16,10,1990,28,2,FWMF
Klaus Krause,5080891.063460149,40,164,93,2254,7,2,MF
Lukas Vogel,9433093.05976145,30,197,180,643,28,3,FWDF
Manfred Schulz,860148.1897057965,17,60,155,126,24,6,MF
Lukas Richter,6422245.836933143,29,85,65,2438,12,8,MFDF
Sebastian Kuhn,6003847.45192714,19,77,117,111,24,15,FW
Lothar Neumann,4135047.666891478,37,71,14,212,3,16,FWMF
Martin Koch,7779115.8771608025,16,189,184,277,1,1,MF
Patrick Wolf,2757864.9170696735,22,114,264,2181,8,9,DF
Patrick Neumann,4492076.55643113,28,16,101,2854,28,8,MFDF
Karl Fischer,4601050.1022217795,40,166,170,549,15,4,MF
Andreas Zimmermann,9836988.205439411,30,25,65,1740,13,3,DF
Manfred Dietrich,373707.3172815144,34,52,5,1655,14,3,MF
Jürgen Vogel,8681992.610031739,34,87,184,829,27,6,FWDF
Frank Seidel,1070607.0901593193,29,123,14,1263,3,15,MF
Lukas Neumann,9985398.135636933,28,188,74,2918,19,16,DF
Friedrich Jung,7534535.399940796,24,124,750,1016,22,8,FW
Oliver Koch,6641997.985402122,38,110,74,612,3,10,DF
Heinrich Kern,4928198.568103835,26,16,155,2443,29,17,MF
Wolfgang Schneider,7319343.4313405305,30,81,10,338,17,20,DF
Frank Richter,2064528.9385225624,32,156,155,2293,14,1,FWMF
Karl Seidel,4462710.761511698,24,120,5,2623,30,14,FWMF
Heinrich Weber,6761471.373657696,15,123,5,1383,2,11,DF
Lothar Krüger,2376491.8435830623,38,142,155,2051,1,17,MFDF
Thomas Braun,7463306.316826493,34,4,118,2255,28,11,MFDF
Peter Dietrich,2901095.111691393,39,23,5,2883,7,7,MFDF
Otto Fischer,7844253.574125469,20,16,184,425,4,1,MFDF
Karl Wagner,4893213.808489963,33,197,14,464,3,5,FWMF
Michael Kern,8867198.854591697,24,16,93,1483,19,2,DF
Martin Schulz,7686350.110126659,28,147,250,302,6,6,FWDF
Karl Voigt,2510420.962329954,35,54,170,892,26,11,FWMF
Lukas Hofmann,5577776.176575571,17,16,8,346,14,15,FW
Wolfgang Wagner,4954310.681927018,22,16,264,228,3,14,MF
Lukas Bauer,7669467.720179819,16,16,180,1220,17,19,FWMF
Manfred Zimmermann,5503724.668407813,35,83,750,876,6,20,MFDF
Patrick Jung,2615045.4545626417,19,16,170,1273,10,3,MF
Karl Schmidt,9806750.77745691,39,128,14,281,6,9,DF
Thomas Jung,8025949.060637504,39,126,180,2167,10,5,DF
Lukas Fischer,5642943.725897931,39,181,5,1490,27,14,FWMF
Klaus Fischer,3111748.71516414,26,98,5,2648,13,14,DF
Jürgen Hoffmann,2645551.9179580733,23,62,750,403,14,9,FWDF
Lukas Wolf,7200757.919647731,38,57,117,2775,28,3,FWDF
Thomas Wagner,4211405.3232828155,27,180,117,2443,30,3,FWMF
Martin Vogel,3494238.477968611,39,142,74,865,12,12,FW
Patrick Lang,4355628.835456446,27,181,264,361,17,10,FW
Helmut Wolf,1333740.659011528,21,16,264,2935,1,11,MFDF
Klaus Kuhn,5405299.156205729,15,30,14,1931,19,11,FW
Patrick Vogel,3585301.639488898,34,158,12,1724,25,19,FWMF
Christian Koch,2492781.457491219,20,53,180,220,0,0,MFDF
Karl Müller,1478885.2331694216,24,197,65,1809,11,16,DF
Andreas Schulz,1757359.1105872765,39,36,250,1311,19,15,DF
Heinrich Schmidt,7555395.626346581,16,16,180,2486,4,14,FWMF
Helmut Kuhn,6432288.259034976,37,13,155,2855,15,2,DF
Lothar Meyer,979039.1999762505,24,195,10,1148,19,0,MFDF
Patrick Kern,4206567.040039226,15,16,117,2916,1,6,MFDF
Wolfgang Hoffmann,1803137.404914014,22,202,184,527,7,19,FWMF
Martin Fischer,4677356.179105118,31,162,118,1693,5,5,MF
Rolf Dietrich,6238776.8055079505,17,122,10,2794,26,16,MFDF
Andreas Braun,4057604.9668481573,19,89,5,2908,4,8,DF
Lothar Braun,5870194.525690749,35,16,8,2309,25,3,FWDF
Hans Schmidt,9485502.664302476,28,16,74,1117,14,18,MFDF
Michael Meyer,5476916.8339902535,28,16,155,2093,9,7,MFDF
Klaus Zimmermann,634181.6129395738,20,46,14,1831,13,4,FWMF
Karl Wolf,6826173.93292021,28,16,65,2567,8,10,FWDF
Lukas Schröder,3772489.429661073,37,118,184,1112,13,9,MF
Friedrich Schneider,9029919.88658905,25,109,250,2000,28,11,MFDF
Manfred Krause,2993092.1903112903,19,83,155,491,24,15,FW
Stefan Kern,8383235.833887011,26,113,184,2144,2,8,FWDF
Werner Richter,7781236.56550888,32,175,264,122,5,16,FW
Friedrich Richter,1372498.232475482,30,82,74,292,27,8,DF
Matthias Zimmermann,4678664.498846047,21,74,118,2446,29,3,MFDF
Peter Hoffmann,4868009.843910113,38,89,101,1773,12,11,FW
Dirk Lang,2020575.4113383591,26,137,264,1535,27,12,MFDF
Dirk Neumann,2824873.523134738,30,68,180,1575,9,3,FWDF
Peter Schwarz,7516121.6884618625,38,16,12,1365,12,14,DF
Matthias Krause,9473891.104455106,24,36,10,1266,20,20,DF
Wolfgang Voigt,523453.8936521858,20,44,184,1307,24,0,MFDF
Wolfgang Bauer,9833074.921160005,32,26,170,2026,1,14,DF
Heinrich Voigt,144017.83272624016,37,16,10,1834,30,20,MFDF
Hans Krause,9949772.134656087,38,71,170,2127,28,18,DF
Helmut Schröder,9454019.677755423,16,92,170,346,30,10,FWDF
Martin Weber,7401469.454821199,39,79,117,1056,24,10,FWMF
Otto Richter,4189172.8127375245,18,97,10,2329,14,11,FW
Andreas Vogel,4891648.727585562,19,67,250,1422,4,19,MFDF
Christian Richter,5056939.892913215,19,141,74,750,13,13,FWMF
Wolfgang Koch,2878754.099085927,16,16,118,212,3,8,MF
Friedrich Müller,1855224.5827857405,29,64,8,2529,8,17,FWDF
Heinrich Schröder,4371197.451977059,26,171,117,694,10,11,FWMF
Heinrich Fischer,9747654.279367998,24,208,101,1478,13,14,MFDF
Thomas Schneider,1239763.2218664512,24,152,155,2431,23,15,FW
Frank Schulz,3006955.7510782033,20,199,180,158,28,10,FW
Sebastian Bauer,5804845.220665447,16,109,12,1860,2,13,MF
Michael Hoffmann,810714.8290378973,32,50,155,2386,3,4,FW
Thomas Zimmermann,7185797.052504495,31,16,155,705,10,3,MF
Lothar Kuhn,9188092.035637237,28,85,155,1552,12,19,FW
Rolf Wolf,2988788.7116754428,17,16,118,1437,29,0,DF
Oliver Krause,9566535.671055317,25,109,74,710,9,5,FW
Sebastian Hoffmann,1387949.710013345,27,200,118,361,3,18,MF
Klaus Lang,7697917.99208615,18,16,74,1791,1,17,MFDF
Werner Hoffmann,2866413.176828064,29,18,180,2119,26,3,DF
Uwe Müller,2821165.897650644,37,43,264,1080,8,5,MFDF
Rolf Becker,1412929.9259744585,27,185,750,1681,20,7,FWDF
Helmut Neumann,133370.25670334697,29,153,12,240,16,2,FWMF
Lukas Krüger,3157022.9585049674,19,143,93,1861,13,3,MFDF
Hans Kuhn,4930630.158004351,18,138,118,749,10,7,FW
Heinrich Schulz,7808751.836954616,32,16,170,1853,26,2,FW
Frank Kuhn,6804568.884312175,27,16,117,2948,30,18,MF
Sebastian Schmidt,9911030.830047093,21,84,65,2727,23,7,DF
Stefan Neumann,9197159.40519236,31,123,155,1694,16,0,DF
Friedrich Kuhn,5371777.401841246,33,97,65,2636,9,11,MF
Rolf Jung,2750334.414932877,22,31,12,1399,23,3,MFDF
Jürgen Voigt,3806064.591417089,29,78,10,1304,14,16,MFDF
Klaus Seidel,7306249.801395461,21,193,184,1336,0,8,MF
Andreas Kuhn,742000.7569249719,34,38,5,1766,3,6,FW
Karl Weber,3373001.652327366,34,141,10,1862,17,15,MF
Michael Krüger,9780361.938662827,32,105,14,2246,15,3,MFDF
Manfred Müller,9783798.53949882,19,122,118,2540,18,18,MF
Thomas Krause,6317005.984135903,26,165,8,2168,4,4,FWDF
Helmut Becker,9795678.671449423,28,201,10,1351,0,18,MFDF
Oliver Becker,8218353.501334786,40,154,170,1858,1,17,FW
Hans Richter,5130808.4974763915,21,144,5,2238,30,12,FWDF
Michael Neumann,9183327.30338443,32,16,65,1430,11,14,MF
Stefan Weber,9424798.370921053,22,101,750,2605,16,16,FW
Matthias Schulz,7561275.953031145,22,16,264,1491,30,13,FWMF
Friedrich Voigt,8009721.032250673,27,203,750,279,26,6,DF
Karl Kuhn,7834082.552464679,36,41,117,2795,23,9,MF
Stefan Kuhn,825026.4241127297,35,140,12,2256,16,4,FW
Wolfgang Krüger,6079966.383962892,22,69,74,2777,8,0,FWMF
Klaus Braun,7074387.788516469,23,66,8,1936,9,17,FWMF
Werner Becker,3635227.4015545845,30,146,117,281,25,3,MFDF
Patrick Bauer,4984268.088755198,35,16,180,1681,2,0,DF
Peter Lang,9812071.336130612,15,34,750,2544,15,19,DF
Karl Kern,4823777.201445773,26,22,264,2915,3,1,DF
Matthias Richter,7170675.42381119,30,16,5,954,22,16,FWMF
Michael Hofmann,1694726.2341156602,29,1,117,1604,3,15,FW
Friedrich Schwarz,3179993.8671523705,27,60,12,1937,15,7,MFDF
Karl Hofmann,1557977.9173480347,33,16,74,267,23,1,FWMF
Oliver Hofmann,8348420.684807934,30,197,12,728,25,5,FW
Oliver Wolf,991631.4919479191,36,171,180,1134,10,19,MF
Dirk Meyer,5800217.11406298,21,41,180,1944,4,15,FWMF
Lukas Zimmermann,6894398.726942018,26,138,101,255,30,4,FWDF
Michael Schröder,8024147.553485818,31,16,101,502,11,9,FWDF
Rolf Voigt,6488889.707624912,21,40,750,2265,12,17,FWDF
Rolf Meyer,779970.5494660884,15,128,250,1146,1,18,DF
Matthias Braun,9943154.165917076,21,23,10,678,16,17,MFDF
Hans Hoffmann,8858616.549544968,26,114,250,2660,0,5,FWMF
Thomas Wolf,2041502.3174602538,29,16,93,2188,15,8,MFDF
Frank Hofmann,1542068.5722725466,36,64,750,2592,24,5,MF
Wolfgang Wolf,9302692.841901444,15,16,118,440,20,7,FWDF
Werner Zimmermann,2553629.7410726547,16,119,8,2152,20,18,FW
Stefan Hoffmann,1748432.7531419694,37,173,118,1424,24,9,DF
Friedrich Meyer,5493770.756898448,25,8,101,2872,9,8,FW
Jürgen Schwarz,102289.09796569496,34,119,750,889,26,12,FWMF
Christian Bauer,2752558.073285036,24,157,5,1790,16,16,MF
Rolf Hofmann,8596360.989450477,28,15,12,2047,25,12,FWDF
Uwe Lang,4571512.317983434,35,93,101,946,19,14,FWMF
Christian Dietrich,3570509.1934883967,31,164,250,923,26,9,FWMF
Sebastian Krause,9625655.516725965,30,16,5,365,25,2,FW
Wolfgang Schmidt,2914557.457785122,18,16,74,1039,0,18,FWMF
Andreas Jung,9970212.427293882,19,157,101,346,5,0,FWDF
Karl Jung,6474433.587584645,17,120,250,2453,5,7,MF
Peter Neumann,3328609.58292149,30,186,74,2568,3,7,FW
Christian Voigt,4972539.516701363,20,183,118,1320,1,20,FW
Andreas Fischer,2134772.8938329965,23,16,118,2434,7,8,MFDF
