Name,market_value,age,national_team_ranking,club_ranking,minutes_played,goals,assists,position
Carlo De Luca,5309881.45286683,28,135,169,888,16,3,FWMF
Alessandro Romano,988630.9346882626,26,85,136,1170,0,13,FWMF
Giorgio Villa,4803947.249031626,26,60,188,221,5,2,FWMF
Luigi Romano,3780841.960757971,34,15,90,472,29,9,DF
Luca Santoro,5732680.104440078,29,19,238,1437,30,10,FWMF
Matteo Moretti,6629965.33466503,21,10,22,1773,26,15,FWDF
Stefano Caruso,7673570.145457052,18,40,136,1971,3,15,MF
Emanuele Barbieri,586760.2218873799,35,69,24,223,26,4,FWDF
Alessandro Mancini,9701627.335255034,29,10,22,2739,10,16,FWDF
Luca Pellegrini,8846875.892253593,23,9,149,2788,4,7,FWDF
Michele Amato,7012562.553049065,27,98,24,2437,26,8,MF
Giorgio Russo,5807349.589373916,27,93,238,339,27,19,MF
Giuseppe Marino,3473450.8713241667,27,10,90,890,11,3,FWDF
Luca Esposito,3127297.900337726,37,24,136,835,6,4,FW
Leonardo Greco,5462459.888751619,36,10,52,1406,15,19,DF
Alessandro Caruso,5369973.72796759,32,10,52,2340,0,2,FWMF
Claudio Fontana,7567682.2560839355,39,10,136,2552,12,15,DF
Riccardo Martini,457295.08055374026,17,62,52,2204,21,1,DF
Roberto Colombo,6437447.661999613,30,197,90,1527,18,18,FWDF
Alberto Bruno,935080.29517252,17,10,23,1092,14,7,DF
Francesco Bianchi,513751.62845943123,38,10,238,648,21,13,FWDF
Matteo Martini,4071662.956336513,30,96,29,836,26,7,FW
Claudio Ferri,3302594.736474566,32,90,23,1547,15,12,DF
Giovanni Conti,4218020.424572751,29,75,136,2819,18,7,FWDF
Giorgio Longo,2585574.5713226497,20,39,3,2514,16,4,FW
Enrico Colombo,5179609.627113678,26,64,149,1524,9,5,MF
Alberto Mancini,705245.7209210843,17,24,188,976,24,3,MFDF
Massimo Greco,158280.65120149404,19,73,681,2038,0,16,FWMF
Riccardo Gallo,9452970.539452508,20,136,6,2638,12,7,FWDF
Giorgio Amato,7279427.090357058,16,157,188,576,18,1,MF
Stefano Bruno,4776693.371846341,18,69,681,1425,25,8,DF
Giovanni Bruno,1571565.3109597042,25,8,681,898,6,8,FWMF
Stefano Sartori,2537743.766629137,37,44,3,1236,17,0,FWDF
Andrea Caruso,232012.5678787008,36,89,169,1584,8,6,FWMF
Massimo Bianchi,830995.0700728223,24,62,231,2536,25,18,MFDF
Salvatore De Luca,6421327.250543982,21,46,22,202,26,9,FWMF
Riccardo Villa,730864.3223252147,19,159,24,2979,17,12,DF
Alberto Conti,6903380.939713679,33,127,397,910,16,12,MFDF
Alessandro Rinaldi,5690988.247748464,28,10,24,2759,28,8,MF
Antonio Moretti,6032861.421909183,15,44,29,350,4,6,DF
Marco Ferri,646891.546389088,40,10,24,1627,19,14,MFDF
Angelo Romano,8279311.195155606,39,10,6,2756,3,9,MFDF
Paolo Ferrari,3512867.5085958093,21,64,31,562,19,20,FW
Angelo Mariani,5568453.7953697145,25,43,149,2857,18,20,DF
Enrico Amato,7051894.420781173,24,160,90,521,29,15,FW
Enrico Ferrari,1565274.998988025,34,162,29,803,16,2,FWDF
Leonardo Caruso,2104294.883646071,36,10,22,383,25,3,MF
Francesco Pellegrini,1178701.0321160778,26,10,149,576,16,17,FWDF
Claudio Russo,6902416.575560346,36,2,29,1415,12,8,FWDF
Alessandro Santoro,6794595.854938962,28,10,231,1254,0,18,DF
Claudio Bruno,4766526.66288428,16,10,681,645,20,2,FWMF
Salvatore Martini,6228891.4292585105,32,10,23,226,1,20,FWMF
Vincenzo Romano,5581496.16390001,39,175,3,2078,24,2,FW
Enrico Esposito,3462261.776160449,21,136,29,370,2,12,FW
Michele Ricci,2263085.682527162,28,89,681,2614,29,13,FWMF
Matteo Mancini,5393196.112359874,27,104,31,2473,2,0,FWMF
Luigi Santoro,3447941.5533831343,31,197,29,2516,2,5,FWDF
Antonio Mariani,1976514.8849692196,33,73,681,2206,17,13,FW
Claudio De Luca,2027125.2389764413,25,17,24,726,9,0,MFDF
Massimo Russo,7970435.338746756,35,10,169,2867,26,3,MF
Salvatore Greco,9810285.256500356,32,55,149,754,8,11,FWDF
Giuseppe Ferrari,1778106.1603454873,25,169,136,2248,1,0,FWMF
Francesco Mancini,7243950.869794935,18,186,681,1142,26,13,MF
Marco Rossi,3411538.552073762,30,90,23,935,28,10,DF
Salvatore Fontana,4815925.097838044,25,110,29,2845,14,8,DF
Angelo Marino,5794303.484400734,19,36,22,1591,4,14,FWDF
Roberto Santoro,7379952.688608319,38,10,23,1159,0,19,MF
Roberto Fontana,5028489.946015179,16,154,149,1058,21,0,DF
Leonardo Marino,5482655.208115466,40,10,6,348,25,15,MFDF
Paolo Greco,6620185.445505194,30,108,231,1592,6,5,FW
Michele Mancini,8993275.523977354,36,21,238,251,25,8,DF
Alberto Romano,843269.4370858371,20,99,58,1203,14,5,MF
Giorgio Esposito,4090663.7941487134,39,10,23,1398,26,1,FWMF
Leonardo Rossi,177671.89082223922,34,24,238,1947,3,14,MF
Claudio Costa,5128560.804645531,28,183,188,1640,2,0,FWMF
Emanuele Caruso,9556251.977547072,25,10,3,2002,16,8,FWDF
Riccardo Mancini,1260954.0669946,36,10,23,2985,19,9,MF
Alberto Amato,8949370.169476606,16,10,681,1745,1,20,FWDF
Michele Mariani,1946986.2032681704,25,77,681,366,23,14,MF
Stefano Esposito,7478795.6359330565,39,142,238,1925,15,11,MF
Luigi Sartori,736714.2019560561,32,26,136,197,24,10,FW
Alessandro Villa,1907767.8302768618,31,145,52,427,5,19,MFDF
Vincenzo Ricci,8511487.822979689,36,106,231,2529,6,20,FW
Luigi Bruno,8463792.954734527,34,69,24,2622,6,3,FWDF
Salvatore Costa,8937868.411722593,36,110,24,2352,27,20,FW
Giorgio Marino,1271070.8491504192,17,128,231,2432,9,10,MFDF
Antonio Gallo,7717075.105872937,33,10,24,325,29,12,FWDF
Salvatore Romano,7986149.298516102,39,10,149,1947,27,14,MF
Stefano Gallo,8196224.744501524,39,13,681,2049,20,8,FWDF
Marco Ricci,1733851.168374531,16,117,231,1874,18,11,FWDF
Paolo Rossi,2328867.7787408233,35,14,3,2152,26,11,MFDF
Carlo Greco,6228552.062972449,19,98,29,1325,7,14,MFDF
Angelo Longo,4738578.674010932,32,166,136,930,29,14,FW
Paolo Moretti,1552307.476871647,40,142,31,215,3,12,FW
Fabio Fontana,4402848.255750723,18,10,149,1665,1,14,MFDF
Riccardo Santoro,4161810.498032719,34,33,188,721,24,18,FW
Carlo Romano,7433163.828146644,33,1,136,869,16,16,MFDF
Claudio Pellegrini,2789613.9171440154,15,10,397,1530,19,18,FW
Matteo Villa,5195281.05459176,27,10,90,1074,10,20,MF
Angelo Pellegrini,595610.0825220346,36,14,29,1135,26,2,FWMF
Luca Rossi,4730030.008475296,36,179,149,2929,9,20,FWMF
Enrico Rinaldi,4734935.529250652,20,13,52,1474,11,20,FWDF
Luigi Marino,7836490.935389884,18,143,6,247,1,9,MF
Leonardo Costa,1825664.999941364,23,49,397,1414,1,7,FWDF
Roberto Esposito,5754573.4100509435,38,10,231,2441,0,7,FWMF
Leonardo Martini,8805836.12206392,17,116,23,324,25,18,DF
Andrea Rinaldi,1629217.571299523,20,10,325,1619,26,3,MF
Enrico Mariani,3342737.1587604284,39,95,136,826,25,11,FWDF
Salvatore Mariani,9198294.198163785,30,10,169,1417,14,17,FWDF
Mario Ferrari,9531830.199598335,23,37,3,473,21,4,MFDF
Claudio Ricci,1873935.2711709216,33,119,3,2437,1,8,FWDF
Marco Colombo,4024552.3216202855,39,57,29,1891,21,17,FWDF
Andrea Costa,8624272.379162721,35,8,29,1613,21,4,FWMF
Luca De Luca,1262838.8315904886,37,10,681,1881,0,2,DF
Massimo Martini,6674943.502363749,16,92,188,1284,7,18,DF
Massimo Mariani,8032160.568470135,19,111,188,1543,29,8,MF
Stefano Rinaldi,9795966.568868607,26,10,231,180,27,9,FW
Emanuele Russo,160927.48418450356,21,77,169,2021,0,19,MFDF
Michele Barbieri,5422802.952793427,34,37,169,2745,4,3,DF
Antonio Ricci,9741101.766377687,37,197,681,2019,13,13,MFDF
Paolo Fontana,9632197.117735632,28,144,681,608,22,6,MF
Riccardo Pellegrini,3043045.211583376,39,167,24,1737,9,16,FWDF
Fabio Greco,7025165.955233388,32,43,397,1222,3,3,MFDF
Giorgio Moretti,9860383.102390915,36,122,58,1622,29,1,MFDF
Riccardo Mariani,1668859.97178033,22,168,136,1166,28,0,FWMF
Leonardo Bianchi,9647574.239829555,39,82,325,424,19,19,MFDF
Carlo Santoro,3781556.949042715,17,51,24,1689,28,7,FWMF
Mario Colombo,1848882.37551786,18,110,24,1047,17,18,FWDF
Leonardo Amato,5481985.331443138,32,50,169,1146,23,20,MFDF
Giorgio Rinaldi,7391196.922236122,18,51,188,116,18,15,MFDF
Paolo Martini,1835051.5322526917,17,177,50,2743,15,10,MFDF
Luca Mancini,4095240.7707227394,30,19,231,1451,20,9,FW
Francesco Marino,244587.09503524005,23,51,681,2940,16,8,MF
Vincenzo Costa,5536031.23058565,35,10,325,2049,26,17,MFDF
Mario De Luca,3443155.151605606,27,149,169,1893,21,8,MF
Claudio Conti,467788.8515871018,24,10,149,2646,8,20,FWMF
Enrico Santoro,4241325.9972585365,34,206,6,1381,0,11,MFDF
Paolo Mariani,6766166.8146029115,23,39,3,1202,18,5,MF
Vincenzo De Luca,2812436.5044524893,31,159,149,1252,18,17,MF
Emanuele Moretti,9741148.270224221,31,10,325,712,22,16,FWMF
Vincenzo Rossi,5653230.003337376,39,180,29,1749,18,14,FW
Giuseppe Barbieri,9513968.043331988,35,57,58,1935,4,5,FW
Paolo Rinaldi,8178201.598487794,33,17,31,1298,24,19,FWMF
Fabio Ferri,3176168.8145576045,32,179,22,802,10,10,DF
Alberto Costa,886129.3920315802,15,113,24,654,4,13,MFDF
Salvatore Sartori,6499506.32257387,37,106,149,2348,20,11,FWDF
Matteo Marino,1947571.1098639295,40,197,24,2230,11,11,DF
Roberto Pellegrini,2313168.8016233966,31,159,23,394,1,18,FWMF
Giuseppe Longo,8711089.500924572,35,17,188,2418,2,0,DF
Salvatore Ferri,9428975.218487903,38,152,29,1873,30,18,DF
Francesco Conti,1958426.792616956,34,136,29,594,21,9,FW
Luca Villa,4256220.491253771,24,180,29,745,30,3,FW
Andrea Amato,8720525.001152419,39,89,3,871,30,17,DF
Andrea Colombo,7654843.884333968,15,10,58,2849,4,14,FWMF
Paolo Caruso,4460090.655274689,38,203,325,1674,15,7,FWMF
Riccardo Bianchi,2882608.501543291,30,10,6,1861,9,19,FW
Mario Amato,5288603.258877993,20,84,58,1642,6,6,FW
Alberto Caruso,4896403.831755742,15,176,169,582,17,11,DF
Luigi Villa,6480405.674944632,19,187,50,2151,15,14,FW
Fabio Bianchi,8025253.406888805,39,120,325,1426,14,1,MF
Vincenzo Santoro,2781029.9524804577,20,200,231,124,18,0,MF
Roberto Ferri,6364586.016116664,19,137,231,1566,29,5,FW
Salvatore Ferrari,6081680.025928654,29,12,325,2927,26,1,DF
Michele Martini,8981931.621138938,34,10,31,1765,24,13,FWDF
Marco Pellegrini,3887745.323567651,23,50,325,1976,30,14,FW
Emanuele Villa,542870.3940240666,28,75,231,2090,7,8,MFDF
Giuseppe Sartori,5257143.24649889,35,32,23,665,23,19,FWMF
Luca Longo,9178899.466432631,35,65,22,221,18,10,DF
Luigi Ferrari,4986976.348306052,19,120,231,337,8,15,MFDF
Alessandro Amato,329054.07489743084,22,10,188,545,1,16,FWDF
Alberto Colombo,1812928.3051704988,25,118,238,1652,21,13,FW
Roberto Mancini,3457917.5216611475,29,10,238,354,30,2,FWMF
Claudio Greco,3255791.8269885704,18,169,24,1747,20,9,FWMF
Francesco Romano,4035239.0761254355,34,195,169,2622,3,14,DF
Massimo Costa,7266392.856254242,36,189,149,2241,5,19,MF
Giuseppe Mariani,9412712.923623621,30,98,681,1595,12,14,MF
Massimo Ricci,3819767.6280513406,35,74,29,1817,21,1,FWDF
Vincenzo Russo,6257369.211618789,36,137,149,2502,5,11,MF
Luigi De Luca,633865.8915832639,27,10,52,1639,6,18,DF
Andrea Romano,8227473.48996345,17,102,188,236,5,17,FWDF
Alessandro Pellegrini,6476328.478148207,19,10,231,1108,14,19,FWDF
Giorgio De Luca,3601378.843281418,18,10,29,2134,5,7,MFDF
Alberto Esposito,2414764.532330446,16,83,238,858,28,8,DF
Antonio Amato,6779111.763625406,19,158,231,1198,30,9,FWMF
Alberto Martini,7529028.4225018695,25,210,50,1925,20,3,FW
Francesco Greco,9842176.20221898,24,194,3,2801,0,8,MF
Enrico Villa,1356390.5309187248,17,29,23,1280,20,11,FW
Alberto Mariani,7912005.37274126,30,10,22,2596,20,12,MF
Enrico Martini,9346597.606316209,20,10,681,1909,0,12,MF
Alessandro Conti,4919785.938132554,26,85,90,1093,26,6,DF
Andrea Mancini,9010375.342168845,22,10,50,408,26,12,MF
Fabio Rinaldi,6648540.667467751,19,197,58,2897,8,20,FWDF
Vincenzo Amato,1850059.514073655,19,143,169,2303,25,0,DF
Mario Greco,9008765.735127963,37,17,681,1736,22,7,MF
Angelo Ferrari,3689347.9050835595,24,114,90,1014,20,17,MFDF
Michele Russo,7396889.267349616,23,10,90,1474,6,15,FWDF
Giuseppe Villa,7548478.70990634,33,189,397,2447,11,8,FWMF
Antonio Mancini,4184187.2615506873,29,7,58,2581,25,1,MFDF
Giovanni De Luca,1376530.6772431359,27,10,31,854,19,0,FWMF
Luca Fontana,1643935.7863273472,36,199,50,2412,14,4,MFDF
Luigi Moretti,9825318.3653811,30,74,169,2384,4,3,DF
Emanuele Martini,2750660.0870750844,18,86,325,2786,27,17,FWDF
Andrea Pellegrini,7600558.562413789,38,205,149,2168,4,12,FWMF
Massimo Romano,9470022.77043648,24,10,325,2357,15,3,FWMF
Carlo Caruso,4059067.997452803,22,203,52,672,24,9,FW
Angelo Sartori,6959337.896853685,29,106,31,1927,22,1,FW
Marco Martini,2224654.304445721,22,162,149,319,15,3,FWMF
Francesco Ferri,923208.5004914552,39,10,29,1634,22,2,FWMF
Matteo Santoro,4851897.813519463,30,184,90,1171,25,14,FW
Francesco Gallo,3586341.2442151457,28,119,238,1706,17,13,DF
Vincenzo Caruso,1499227.6683449745,19,147,3,2619,16,15,MFDF
Salvatore Santoro,9241183.558292687,31,111,6,1981,0,9,FWMF
Giorgio Martini,2121329.7186186537,27,89,169,1357,15,1,DF
Luca Martini,572354.9990681931,29,100,397,809,3,6,MF
Paolo Russo,9529555.754666217,24,189,29,1730,29,12,MF
Roberto Longo,7521261.9989179075,32,10,681,2705,29,17,MFDF
Massimo Marino,2418932.4571518227,16,150,325,1950,9,12,DF
Michele Rossi,9756459.819013253,27,39,22,2924,7,15,DF
Salvatore Colombo,3868723.712884821,19,140,31,1839,19,11,FWMF
Matteo Bruno,2713596.4384069666,35,36,231,1620,30,5,FWDF
Luca Sartori,9300227.522593923,28,150,169,2147,30,3,FWMF
Roberto Barbieri,5656978.337839246,27,195,3,1707,6,12,FWDF
Enrico Rossi,752820.1516950503,20,163,29,441,17,3,DF
Riccardo Greco,5235598.594113253,19,201,325,2138,28,16,MFDF
Leonardo Villa,907592.1976473182,32,153,58,1092,16,20,FWMF
Fabio Amato,117433.73079225421,27,143,149,2602,10,4,MFDF
Roberto Ricci,7029400.728037581,29,104,90,2544,15,12,FW
Alessandro Martini,9729429.45533432,23,179,169,1323,23,2,MF
Michele Ferrari,8285072.368266992,37,24,397,1835,15,6,MF
Francesco Moretti,1280956.0801833868,40,10,24,1233,18,4,FWMF
Angelo Greco,6594842.697773129,28,142,238,1984,10,4,MF
Francesco Fontana,4313669.536123052,21,174,31,1655,7,1,FWDF
Stefano Colombo,950471.4779090136,37,29,50,718,1,12,FWMF
Matteo Rossi,4461050.600698218,27,35,325,2991,21,19,FWDF
Roberto Mariani,4396011.053933762,27,96,23,620,25,11,DF
Luca Conti,595665.6958209351,15,22,231,2547,10,13,DF
Francesco Bruno,3698762.252111919,29,15,29,1440,21,4,FWDF
Alberto Ferri,2633418.032899499,37,9,24,141,2,2,DF
Giovanni Ferri,4459910.628339276,20,10,3,2616,0,17,MFDF
Salvatore Conti,3316029.364662245,35,76,149,525,18,15,FWMF
Francesco Russo,1431897.9748291895,33,10,3,2341,16,0,FW
Vincenzo Ferrari,1747445.7167787477,34,134,681,607,19,12,MFDF
Andrea Moretti,5520155.946840532,21,193,325,2943,20,4,FWMF
Carlo Gallo,8647596.29983455,19,53,3,895,21,9,FWMF
Andrea Esposito,3209934.2928733677,20,10,22,2794,22,19,MFDF
Salvatore Amato,4044674.2282947525,26,121,6,578,7,20,FWDF
Fabio Gallo,6627114.663855173,40,101,31,1492,22,12,FW
Giorgio Rossi,629151.7015779391,35,61,681,505,14,20,FWMF
Andrea Ferrari,2573644.3650443107,24,28,397,2546,1,12,FWMF
Luigi Caruso,5465082.793287002,19,7,24,926,22,16,FWDF
Riccardo Ferrari,760534.9681107327,25,56,681,575,19,19,MFDF
Marco Rinaldi,4315399.244101718,32,203,23,1392,1,3,DF
Luca Mariani,1029054.5536903664,30,145,397,2793,7,11,FW
Stefano Longo,8466925.988602452,17,114,31,1314,27,11,MFDF
Carlo Mariani,8618804.923654534,28,208,325,1352,13,13,MFDF
Emanuele Ferri,3157751.8668258563,23,10,23,675,18,14,DF
Carlo Bruno,2249788.0096081644,22,178,681,2156,8,20,FW
Angelo Gallo,8752212.712960318,39,190,681,2012,16,2,FW
Alberto Villa,6435611.729323864,21,137,188,1035,12,6,MFDF
Alessandro Mariani,6569892.610772513,15,10,6,2230,26,5,FWMF
Luigi Barbieri,6337949.3112443015,23,13,22,1480,0,10,MFDF
Fabio Bruno,7908393.991203047,16,97,188,2662,14,8,MF
Antonio Conti,5573219.4726821035,26,18,397,598,23,11,FWMF
Francesco Colombo,8297788.103460334,34,10,23,1991,21,1,FW
Emanuele Romano,395086.14398073405,24,99,231,2748,20,18,FWMF
Giuseppe Bruno,3405740.1159545407,28,82,397,2273,6,16,FWMF
Giuseppe Esposito,8294752.583606169,31,133,325,1124,10,20,MFDF
Giovanni Ferrari,2969788.669096306,37,107,325,1477,1,8,MFDF
Emanuele Gallo,3206582.0881631225,18,200,29,2202,0,16,DF
Fabio Ferrari,8003345.641866326,38,10,397,2200,6,14,FWDF
Riccardo Marino,7934695.547982119,29,206,29,1120,8,13,FWMF
Luigi Rossi,1203321.0144145414,23,10,50,2245,17,11,FWDF
Antonio Esposito,5443393.48685462,24,128,397,2488,16,8,MF
Paolo Sartori,6773502.090480179,40,175,136,1455,14,19,MFDF
Luca Ricci,7470990.4234157875,34,141,23,754,0,12,MFDF
Vincenzo Pellegrini,5198399.375495501,17,195,24,129,13,3,FWDF
Alessandro Colombo,6060931.014595553,36,42,31,381,5,19,FW
Massimo Amato,7415823.123487644,26,210,681,714,7,12,MF
Enrico Ricci,6353838.934539817,29,201,50,395,9,13,FWDF
Massimo Mancini,6633012.305875309,33,25,52,2229,8,5,MF
Luca Colombo,5757594.417477958,16,48,231,2633,0,12,FWDF
Mario Longo,8484474.327461794,22,134,238,2711,24,16,DF
Andrea Bianchi,8045290.449517779,35,141,24,131,26,4,DF
Marco Conti,540819.5409690961,16,10,325,1477,23,20,MFDF
Giuseppe Rossi,9340744.697884656,18,70,52,1908,7,2,MF
Antonio Colombo,582330.2689241245,23,92,681,1467,13,9,DF
Alessandro Ferri,5403166.742203757,33,21,50,1190,17,15,FWDF
Leonardo Esposito,5003158.956207335,37,56,29,2249,22,4,FW
Francesco Longo,6932850.050390698,33,72,90,2724,2,12,FWMF
Alessandro Bianchi,3740082.5367309153,34,195,149,2892,22,17,MFDF
Giuseppe Pellegrini,2824954.865104519,31,122,24,2529,1,14,DF
Andrea Santoro,1709155.915537849,17,159,90,1212,7,0,DF
Giovanni Mancini,7678386.763785966,21,15,23,1247,9,20,FW
Vincenzo Conti,3757762.3449033126,38,24,169,2495,16,20,MF
Angelo Esposito,3303105.375217274,24,31,231,2794,14,2,MFDF
Mario Gallo,2425354.6187654138,26,151,149,1479,20,18,MF
Matteo Rinaldi,2228770.7788404077,36,105,50,269,1,8,FWDF
Paolo Romano,9559177.042986266,21,124,31,2451,17,20,FWDF
Giovanni Mariani,7476024.7212368995,39,81,29,1161,26,11,MF
Marco Esposito,387775.7393056527,34,199,6,2950,6,18,MF
Francesco Villa,8706199.17716831,37,34,188,1121,0,11,MF
Fabio Russo,5260993.8733279705,30,118,681,2341,2,1,MFDF
Michele Bruno,7223810.389242135,26,95,6,1136,24,17,FW
Stefano Greco,5911040.436499752,29,10,169,788,6,0,FWDF
Riccardo Esposito,3123552.96574533,16,10,58,2085,27,4,MFDF
Paolo Mancini,9037263.66800256,15,134,169,2355,8,15,FW
Antonio Bruno,7310142.3035841435,24,102,397,2879,8,13,FWMF
Antonio Romano,8951419.01485622,26,10,149,955,17,10,FW
Enrico Ferri,7765912.996022962,36,46,6,779,19,5,MF
Emanuele Pellegrini,3419297.2699645907,19,154,169,360,12,20,DF
Matteo Bianchi,8053941.073152237,17,12,3,754,14,9,FWDF
Massimo De Luca,6608700.641198084,15,46,90,419,9,4,FWMF
Salvatore Pellegrini,4037444.393406622,40,84,149,2735,9,3,MF
Vincenzo Barbieri,4295986.710675061,35,10,6,1102,18,16,FWDF
Matteo Esposito,3241101.809311658,17,40,52,1749,21,7,MF
Claudio Villa,4126456.1463613063,31,1,52,2655,14,7,FWMF
Stefano Mancini,8952678.827685304,26,106,149,531,22,13,DF
Vincenzo Esposito,1123271.699436009,27,76,6,2883,28,5,MF
Luigi Mariani,9942099.306546152,27,137,31,2746,30,6,FWMF
Giovanni Rinaldi,1044998.4349310398,27,188,397,875,28,5,MF
Claudio Moretti,8473709.674691781,37,2,238,528,2,2,DF
Carlo Longo,3867612.2260047123,24,29,3,1819,4,12,MF
Roberto De Luca,3178788.335318677,39,32,24,633,12,20,DF
Giorgio Conti,1360829.6970603988,25,124,3,2335,25,16,DF
Luigi Bianchi,5992635.974986479,24,154,681,601,23,9,FWDF
Angelo De Luca,188288.8446096331,15,18,52,870,10,3,MF
Mario Moretti,9085552.324098535,34,84,52,137,29,18,DF
Stefano Romano,5383571.844547987,18,172,149,1940,16,18,MFDF
