Name,market_value,age,national_team_ranking,club_ranking,minutes_played,goals,assists,position
Enrique Vázquez,1806956.8793522194,32,209,312,1872,4,9,FWDF
Alberto Hernández,3389868.2159837335,27,37,33,1325,6,7,MFDF
Jorge García,6378030.933928676,21,142,130,711,16,18,FWMF
Iván Álvarez,7022176.925395615,19,8,130,1731,0,2,FWMF
David Ramírez,7166641.695145518,38,104,33,1494,6,11,FWMF
Jaime Vidal,664467.2366557643,39,111,464,833,14,16,MFDF
Manuel Ramírez,6513107.744557783,28,8,249,697,28,8,MF
Mario Álvarez,2924254.7787027434,15,36,18,420,5,1,DF
Fernando Pérez,7096600.768598728,29,103,312,1153,1,19,DF
Enrique Gutiérrez,4868374.152854085,36,6,126,2867,3,13,FWMF
Manuel Gutiérrez,6238594.286842272,28,8,27,824,7,20,FW
Rubén Domínguez,772848.2715785503,24,28,126,1405,6,20,FWMF
Antonio Vidal,6868869.830132462,28,202,111,563,2,0,MFDF
Rubén Reyes,2294984.363904223,17,8,126,1939,3,15,MF
Rafael Álvarez,6276183.407078497,22,8,57,1829,22,17,MFDF
Carlos Fernández,1223572.935932316,22,182,115,1339,26,0,FWDF
Vicente Rodríguez,9933691.256656311,34,196,27,1394,22,2,FWDF
Alejandro Delgado,1514208.976435475,29,125,192,624,30,11,FW
Pedro Sánchez,9197742.622205988,29,40,33,2280,2,9,FWMF
Alejandro García,8179957.249504514,17,34,2,2940,15,4,DF
Carlos Álvarez,696674.3186349049,16,8,111,2656,5,6,FWDF
Enrique Hernández,2501317.380857654,22,198,126,1869,23,19,FWDF
Carlos García,813886.7186848074,29,155,124,1667,23,8,FWMF
Enrique Ortiz,7616339.824255556,23,206,111,2187,25,10,DF
Fernando Rubio,8874092.248268425,29,113,27,979,7,13,DF
Fernando Jiménez,1539475.702191703,18,142,115,1638,6,16,FW
Adrián Fernández,4445392.567710951,32,8,126,2569,15,4,FWDF
Juan Vázquez,5658451.752574183,33,2,42,1305,19,2,FWMF
José Romero,1076670.7952832803,39,148,124,2589,21,3,MF
Ángel Prieto,1669196.0787633434,24,206,363,1433,27,2,FWMF
Javier Martínez,4536663.955822587,24,41,57,1093,26,19,MFDF
Vicente Romero,8406070.303590968,38,110,126,904,22,20,FWMF
Iván Romero,4087466.261116788,38,209,33,1718,1,1,DF
Luis Moreno,6747374.364733696,34,26,111,1754,18,10,MFDF
Adrián Delgado,5971183.180087246,27,8,111,1510,11,15,MF
Mario Sánchez,8694837.092305534,39,145,2,1468,28,9,DF
Fernando Álvarez,3807534.8367448896,31,46,33,752,19,5,DF
Ángel Díaz,6112502.422742546,39,47,464,2381,4,10,FW
David Pérez,4142301.3887368143,34,8,111,110,8,2,MF
Antonio Pérez,2010365.951107815,40,141,33,1769,25,15,FWMF
Ismael Delgado,1745686.1310871318,27,8,57,1573,17,2,FW
José Sánchez,9167000.059876591,31,11,192,709,9,17,MFDF
Manuel Rubio,1010455.2348144352,34,11,18,2586,14,7,MFDF
Adrián Torres,8703336.333530024,18,163,33,2380,19,4,FWMF
Juan López,2062801.3027599081,22,8,2,788,24,20,MFDF
Carlos Gutiérrez,7712960.454751737,25,159,312,1435,19,5,MF
David Cano,9047280.893893912,23,147,464,2439,5,17,MF
Rafael Rodríguez,9825273.721688427,17,8,18,2055,1,11,FWMF
Adrián Ramos,6406078.273919411,39,94,312,2941,14,3,FWDF
Miguel Martínez,9239996.512746438,21,56,18,2245,25,5,DF
Pablo Iglesias,2520046.7652874067,17,2,33,1619,24,18,MF
Iván Moreno,6254700.584639795,15,28,121,887,9,15,DF
Pedro Rodríguez,7922737.600747496,37,8,57,164,23,13,MFDF
Miguel Sánchez,9788677.467219532,15,17,130,127,24,11,MF
Jaime Pérez,5455796.013167128,22,183,16,587,16,13,FW
Pablo Reyes,6419576.675188728,28,8,121,919,2,10,MF
Sergio Gutiérrez,3844114.1930874437,28,93,130,2332,7,2,DF
Jorge Ramos,7438824.792671949,36,65,124,1517,11,14,MFDF
Luis Blanco,1804079.4564411044,21,44,363,2274,18,4,FW
Juan Ortiz,4451333.214552142,37,2,130,136,17,20,FW
Pedro Rubio,1140445.5711133778,22,203,192,787,0,3,FWMF
Pablo Delgado,8189167.567389086,31,8,363,1697,18,4,FW
Miguel Vidal,8051534.326793626,28,53,124,2247,3,7,MF
Rafael Rubio,5703572.723385878,30,42,57,1065,9,15,FW
Enrique Delgado,262815.28901308775,28,8,363,2963,18,16,MFDF
Pedro Ortiz,3545701.9003806636,35,166,33,2971,4,16,DF
Miguel Díaz,1693476.4734935015,31,8,363,1520,20,7,FW
Enrique Torres,1502101.9495092332,28,123,16,1739,0,7,MF
David Rubio,2506501.2355102226,28,30,42,1260,27,9,MFDF
Diego Gutiérrez,7455186.053714715,26,180,111,2740,18,4,FW
Ismael Fernández,3407971.101976,16,150,57,598,5,3,MF
Fernando Ramos,2060358.545021154,38,76,27,725,16,19,FWMF
Jorge Vidal,8682769.451313652,30,8,130,2768,17,4,MF
Francisco Delgado,8609832.168393768,16,8,16,2044,11,2,DF
Pablo Ramos,2821259.009069763,32,2,115,506,14,17,FWDF
Juan Domínguez,3805637.950031087,30,3,312,1475,16,0,MF
Antonio Vázquez,4136281.6818989813,16,41,249,2729,5,6,MF
Alberto Cano,6547964.040609077,22,32,312,1986,8,3,FWMF
Alejandro Vázquez,1758306.1824552715,15,8,464,383,15,4,FWDF
Francisco Prieto,6627846.44193016,38,8,130,2959,19,2,MF
Rubén Ramos,1641621.1072122678,21,63,115,1220,8,5,DF
Adrián Álvarez,8854790.60029611,25,51,115,2286,5,0,DF
Iván Rubio,6991132.079996169,20,117,130,2495,5,4,MF
Francisco González,8118445.990490727,36,167,57,985,19,16,MFDF
Carlos Ramírez,3731928.7954596803,40,116,42,2956,4,5,DF
Alejandro Romero,6260304.942401126,34,8,18,1632,4,8,MF
David Gutiérrez,4024118.991056457,15,167,464,1411,5,7,FWMF
José Ramos,7281225.925986655,28,15,42,1669,27,11,FWMF
Vicente Delgado,8385775.4786731675,38,185,363,628,8,18,MFDF
Francisco Ramírez,8520036.99792549,27,15,464,1964,1,11,FW
Sergio Vidal,1486455.526924692,29,8,130,2310,20,17,FWMF
Pablo Martínez,5509527.583187446,38,208,130,1976,23,13,FWMF
Alberto Blanco,9869130.361825228,17,8,312,724,12,3,FW
Sergio Pérez,7564638.251438737,28,129,124,1217,23,5,FWMF
Miguel Romero,9019664.219859987,21,151,124,344,18,3,MFDF
Ángel Ramos,1700504.9138795584,29,8,115,2456,3,14,DF
Luis García,4949004.619545303,23,8,42,1341,11,9,FW
Jaime Álvarez,6121068.214601837,21,175,33,1383,24,16,FWMF
Ismael Martínez,6122181.492485106,37,68,42,271,10,19,DF
Ismael Vidal,3662144.3857438862,29,182,464,2494,30,3,FWMF
José Castro,7637635.720823891,16,155,18,2163,11,17,FW
Rafael Blanco,1774012.2267743573,35,40,126,129,30,6,FW
Mario González,8424105.827580206,18,123,363,2831,11,2,FWDF
Iván Prieto,6537560.847774148,15,76,126,1834,2,15,FW
Alberto Domínguez,3397841.22959245,34,8,192,1160,20,10,FWMF
Luis Hernández,1977607.8532915562,25,12,126,2253,20,13,MFDF
Adrián Ramírez,4594139.03823588,30,78,16,654,2,11,MFDF
Rubén Sánchez,1867651.5008555725,16,151,115,2138,23,19,MF
Jorge Gutiérrez,1219689.6768873557,18,106,18,1001,17,16,MF
Jorge Moreno,7452166.035142727,21,131,192,2947,25,5,MF
Pablo Álvarez,9674052.780913189,19,25,312,2963,14,7,DF
Enrique Moreno,232058.8550530374,32,36,200,1420,0,6,FW
Juan García,9044093.161821365,39,19,2,870,16,0,FW
Alberto Romero,7848230.887344107,29,195,16,753,23,1,DF
Pablo Pérez,1992601.6776589677,17,20,111,2636,1,6,DF
Vicente González,5323737.084353343,40,3,249,1202,3,7,MFDF
Manuel Reyes,131176.99238937348,19,192,464,1256,11,18,FW
David Martínez,3046680.168900639,16,82,9,1555,14,13,FWDF
Javier López,800870.5859305337,30,210,27,1346,10,18,MFDF
Enrique Castro,4333957.102522254,18,76,18,2937,1,12,FWDF
Sergio Blanco,8917325.524799526,20,8,33,1099,23,8,DF
Pedro García,3323979.819007218,27,8,57,688,28,13,DF
Jorge Ortiz,5360428.280429915,24,8,2,1201,0,13,FW
Sergio Jiménez,1697733.927727677,40,8,249,706,21,3,DF
Manuel González,3642464.4788261503,25,47,121,125,18,13,FW
Enrique Vidal,7388481.717649847,34,23,124,338,0,18,FWDF
Enrique Iglesias,668961.8363045156,29,100,200,996,13,17,MF
Alejandro Ortiz,9258590.108249336,20,191,126,1317,19,11,MF
Ángel Gutiérrez,9439601.731207222,20,37,27,2263,29,19,MF
Juan Álvarez,5343125.216802582,16,93,130,282,27,5,FW
Pablo García,5180193.6163101345,37,97,33,2371,1,12,FW
Enrique Cano,2087313.8317838311,16,38,27,2036,11,2,FW
Pablo Ortiz,2378268.6985097826,20,19,363,2490,8,15,MFDF
Javier Romero,6680064.7848518565,21,8,464,2458,2,10,DF
Pedro Delgado,1439617.9982926697,17,8,200,283,11,13,FWMF
Iván Blanco,4308617.959846742,26,71,200,532,29,12,DF
Jaime Castro,7461829.260154627,25,103,464,606,20,5,FWMF
Alberto Rubio,5374518.445739523,22,194,2,952,9,17,FWMF
Ángel Ramírez,6602425.427129492,29,8,121,1854,14,19,FWDF
Jorge Sánchez,6804036.854952574,16,88,121,2355,0,10,FWMF
Fernando Ramírez,6438493.264396675,17,123,18,1505,4,19,MFDF
Vicente Fernández,8876468.130364083,35,194,121,1485,17,6,MF
Miguel Ramos,9541415.471024811,35,15,130,2772,29,0,FWMF
Juan Reyes,8227049.158210866,23,28,121,508,17,2,MF
Vicente Jiménez,8106406.798097305,21,18,115,1173,10,14,FWMF
Carlos Martínez,9654875.007201917,21,8,192,2487,16,8,FW
Pablo Cano,1427621.9928171486,19,24,115,1688,18,14,FWMF
Alberto Rodríguez,4990344.054298475,18,121,2,1302,30,7,DF
Miguel Jiménez,6419287.436245941,37,58,249,1687,8,1,FW
Alejandro Sánchez,8364951.812243089,24,117,130,1223,10,8,MFDF
Mario Vázquez,6554156.910022721,19,55,249,2662,21,11,FWDF
Pedro Reyes,8544143.434846774,21,20,126,207,7,1,MF
Ismael Rubio,4789886.6249015555,18,184,9,1681,23,12,FW
Antonio García,3122402.8904689476,18,207,249,1389,28,6,MFDF
Alejandro Cano,1852741.9227873906,34,52,9,834,20,16,DF
Javier Blanco,1048558.5688846186,20,135,115,158,15,10,FWMF
Iván Rodríguez,6138303.727214225,17,193,2,1971,5,2,FW
Pablo Hernández,5921290.7002540305,25,8,126,1780,14,17,MFDF
Mario Hernández,7491256.587672979,15,118,130,1149,14,6,FWDF
Ismael Díaz,1123377.79274676,15,145,16,1227,30,15,DF
Vicente Gutiérrez,3691569.968359545,35,33,111,2032,0,14,FWDF
Alberto Gutiérrez,7334833.68398156,28,8,124,468,16,17,FWDF
