Name,market_value,age,national_team_ranking,club_ranking,minutes_played,goals,assists,position
Louis Clement,7271117.409644648,16,158,37,1857,28,8,FWDF
Sébastien Dubois,9112919.453997165,31,129,75,1423,21,0,MFDF
Paul Bernard,8638984.386762604,23,2,179,544,28,3,FWDF
Philippe Moreau,7943396.670068614,34,43,75,2267,3,20,DF
Thierry Lefebvre,5655678.816372529,20,74,479,468,8,3,FWDF
Claude Fontaine,7053240.321623161,17,118,568,230,13,15,FWDF
Antoine Chevalier,3659832.216799259,18,98,97,2380,27,2,MF
Julien Renaud,6509107.325784862,32,207,179,142,3,15,DF
Bruno Michel,1714907.8385904431,32,80,70,1703,20,16,FW
André Michel,4563406.968372874,18,57,179,840,27,3,FWMF
Henri Blanc,8930898.465914652,33,2,66,2926,24,16,MF
Jean Lemoine,9873005.219059996,36,113,414,2867,22,8,FW
Nicolas Lambert,593625.1623556018,21,208,66,637,27,17,FWDF
Sébastien Morin,6161176.734603941,32,49,11,872,15,0,FW
Marc Lemoine,8261557.780671865,22,2,414,513,27,17,MFDF
Henri Lemoine,1549841.6412388906,26,29,11,1892,28,14,MFDF
Jacques Fontaine,9421736.546140164,20,96,479,2076,5,13,MFDF
Laurent Lemoine,2579276.774940081,27,7,46,663,6,12,MFDF
Pierre Chapel,5202681.35748338,17,165,75,266,26,1,FWDF
Christophe Martin,9568162.369844504,18,108,46,2726,25,8,FWDF
Laurent Petit,8974771.8174709,30,160,148,651,22,17,MFDF
Antoine Clement,197125.7948083803,19,205,71,2586,18,10,FWMF
Pascal Leclerc,7713150.102854706,23,2,148,2256,18,20,FW
Bruno Leclerc,5589943.634299561,37,146,75,983,14,6,FWMF
Laurent Garnier,370625.15758443624,39,187,75,2087,21,14,FW
Philippe Perrot,1059172.0720520243,19,8,11,593,1,3,FW
Olivier Lefebvre,371293.5728719458,32,51,11,568,1,11,FW
Antoine Chapel,9562621.72292918,31,113,568,443,14,17,MFDF
Jacques Moreau,8721265.529096127,38,2,479,166,25,19,MF
Claude Chauvin,3088756.291428581,28,205,66,1231,8,4,MFDF
Luc Chapel,607489.6313017234,28,197,97,1301,12,10,MF
Julien Marchand,1876500.356500037,18,84,414,128,2,12,DF
André Durand,8841545.85301876,18,109,164,2497,24,14,DF
Marc Blanc,9409971.734508872,21,169,414,644,17,17,FW
Claude Chapel,7190618.564398028,19,51,400,2328,30,8,FWDF
Thierry Durand,2809674.964286387,36,77,46,2494,13,19,MFDF
Claude Laurent,5968405.99111747,35,201,414,2879,5,14,MFDF
Alain Morin,1976776.3045849279,17,2,164,2777,24,13,MFDF
Bruno Dufour,3846203.461661935,34,28,11,2740,7,4,FW
Jean Chevalier,5093395.709223114,22,110,71,2367,26,17,MFDF
Damien Clement,2436816.522665322,23,163,71,2416,18,11,FWMF
André Chauvin,6924088.101042435,24,200,568,1006,23,7,FWMF
Christophe Blanc,6306162.919080816,21,82,164,674,29,0,MF
René Chauvin,5734538.663225248,26,188,482,902,12,7,FWMF
Claude Dufour,6580786.13509424,28,25,71,2239,20,13,DF
Sébastien Lambert,7184638.750599697,16,84,568,2499,18,9,MF
Sébastien Perrot,1287861.768854782,18,2,479,289,15,16,FWDF
Thierry Garnier,2202491.9979972765,15,54,414,723,29,15,FWMF
Émile Petit,905237.0953373611,40,189,11,263,30,6,MFDF
Gérard Moreau,9399636.516813189,15,95,148,304,19,6,FW
René Lemoine,7838244.325178675,34,154,71,2019,4,19,FWMF
Louis Dufour,431035.17554700375,15,65,70,1038,0,13,MFDF
Olivier Thomas,810359.6064960584,29,78,479,1159,10,10,FWMF
Louis Dubois,1498257.739865221,28,141,71,350,6,15,FWDF
Thierry Morin,2395239.177229814,32,201,66,1174,10,9,FW
Michel Lambert,7660065.393848345,16,20,66,1405,14,0,DF
Thierry Dufour,1609004.756808281,35,89,479,2041,27,9,FWMF
Philippe Bernard,4788957.797293551,27,2,568,340,18,9,MFDF
Alain Thomas,4343549.169157632,22,101,83,296,0,17,MFDF
François Bernard,9758806.927502155,16,86,179,1840,17,16,MFDF
Pierre Lefebvre,8515892.310044728,33,170,179,2138,26,19,FW
Julien Blanc,9777353.313821368,22,17,37,171,25,4,FWMF
Damien Thomas,8327720.3670935705,19,23,37,1755,0,5,FWMF
René Martin,9918382.261833176,38,155,164,688,23,0,MF
Philippe Michel,7463279.560115188,37,2,46,2953,19,1,DF
Olivier Boucher,5816178.20460815,25,123,237,2551,15,7,DF
Bruno Perrot,9263776.747370139,21,2,479,220,19,20,FWMF
Pascal Simon,1841277.2759096697,26,15,83,1976,14,18,DF
André Fontaine,2079295.453010127,26,132,479,200,20,4,FWDF
Julien Fontaine,9594388.266536407,37,201,482,968,25,15,FWMF
Louis Noel,5735829.928098246,24,202,66,1839,1,5,FWDF
Pascal Blanc,7299257.420795038,37,152,97,2206,26,19,FWMF
Antoine Noel,2144482.758687809,15,82,46,304,5,10,MFDF
Christophe Dubois,5137692.110938951,28,2,11,1949,6,18,FW
Thierry Blanc,6814082.250534557,30,2,179,769,0,8,FW
Gérard Garnier,3537785.956845619,35,82,479,1497,23,14,FW
Nicolas Dubois,1491422.5088432431,20,2,568,1856,9,6,FWMF
Laurent Michel,6146559.76772774,33,55,97,2221,4,2,DF
Philippe Renaud,8263484.628079459,27,2,479,2002,18,6,FWDF
Bruno Chevalier,823540.0159610435,20,3,70,640,14,0,FWDF
Louis Chapel,6395927.179185674,22,71,97,1219,13,13,FWMF
Michel Moreau,5465497.738984413,24,25,71,2494,21,10,FW
Paul Laurent,7849580.446258187,19,2,75,607,20,8,FWDF
Marc Garnier,4864081.984967925,22,38,66,626,28,8,MF
Henri Lefebvre,4686701.303976588,20,194,75,2159,7,14,DF
Bruno Boucher,9683519.205334596,39,95,164,402,0,2,DF
Christophe Lemoine,3808214.2400788143,23,86,414,1067,20,2,FWMF
François Renaud,3301379.074063152,31,199,179,2342,21,4,MF
Jean Rousseau,8790828.596637584,28,149,479,1619,13,11,FW
Nicolas Laurent,1438128.992379643,18,165,237,2694,1,6,FW
Émile Lemoine,632200.5006717518,30,3,83,1856,15,11,FW
Thierry Fontaine,5004504.741798155,22,66,179,1040,25,20,MFDF
Gérard Renaud,8441414.870438166,35,128,414,229,29,3,FWMF
Antoine Lambert,2971936.3700132817,20,45,482,1199,20,20,FWDF
Alain Martin,6830953.878327273,30,111,66,1714,30,1,MFDF
Sébastien Renaud,3895040.8400967717,15,2,71,724,15,2,FW
Julien Guillot,7165510.299778543,15,92,37,465,9,19,MF
Olivier Noel,372491.993708536,36,56,97,2049,22,15,DF
Alain Leclerc,8238583.455979824,30,207,66,502,26,4,MFDF
Jacques Chapel,4196659.503295086,40,180,37,614,17,5,MF
Christophe Leclerc,9956611.929624341,15,2,83,1055,13,14,MF
Alain Guillot,4813754.8906728625,25,62,46,1415,26,11,MF
Luc Simon,4914871.070487425,26,76,237,2725,21,9,MF
Pascal Chevalier,8426317.271613516,34,34,568,654,16,1,MF
Henri Guillot,9532100.862357765,29,168,83,2498,11,16,FWMF
Émile Renaud,7261167.513485998,26,209,37,2968,20,6,MFDF
François Perrot,7583094.686525874,35,70,479,2874,29,9,MFDF
Laurent Morin,9901200.8942198,38,85,482,930,5,5,FW
Laurent Boucher,235395.84430400282,23,2,479,293,15,15,FWDF
Pascal Dufour,8485977.149684913,35,191,83,193,2,17,FWMF
Gérard Simon,2950630.006333813,33,158,70,623,24,0,MF
Olivier Martin,8810242.794291116,28,74,400,533,17,17,FW
Claude Clement,227973.8073470071,27,194,482,2426,1,18,DF
François Thomas,6529887.3350722715,40,144,148,1447,18,5,MFDF
Émile Durand,4220505.567081273,40,146,479,883,17,15,DF
Louis Chauvin,672921.6405656189,40,2,11,2079,30,5,FWMF
Pierre Chauvin,6556342.265801504,19,139,97,1301,7,9,FWMF
Thierry Guillot,7494543.361989781,20,2,479,416,22,18,DF
Bruno Lefebvre,1921379.4058887288,23,1,148,2891,16,18,FWMF
Luc Rousseau,5143167.392001487,40,125,482,2091,18,15,FWMF
Olivier Laurent,8091970.033338293,31,65,568,684,10,13,FWMF
Damien Garnier,9146571.601228788,39,132,97,1539,10,15,FWMF
Christophe Rousseau,8974688.32260929,37,126,414,1184,8,16,FWMF
Gérard Martin,6402634.509070776,20,114,568,2291,5,17,MFDF
Nicolas Michel,9957389.89575766,29,59,83,665,6,0,MF
Michel Laurent,3785169.808100909,16,207,237,1435,12,14,FW
René Noel,5868599.90360681,40,201,37,2697,5,6,FWMF
Pierre Michel,3730373.962689191,35,28,179,2345,27,15,MFDF
Olivier Blanc,2195589.9397376925,15,19,70,2782,6,6,MFDF
Bruno Petit,4670890.2335725725,25,92,179,2571,25,5,MF
Nicolas Moreau,6164685.973641463,18,158,75,2687,23,3,DF
André Clement,1985927.1044610068,18,2,482,1058,16,1,FWDF
Antoine Blanc,7419559.803791344,20,20,179,2182,21,9,FWMF
Gérard Perrot,103890.05425386131,32,24,83,2234,11,19,MFDF
Olivier Chevalier,7187874.551629648,30,171,179,1523,29,19,FW
Louis Garnier,2458492.300915532,30,147,11,1272,6,6,FWMF
Émile Morin,9322459.922498092,17,2,97,2984,27,2,FW
François Durand,2366446.3373599574,34,134,83,934,0,7,FWMF
Antoine Durand,6913556.8503290415,30,50,46,470,18,2,MF
Henri Bernard,6441777.779790573,34,26,179,729,15,5,FW
Claude Morin,767236.9365114719,23,54,414,2864,17,20,FWMF
Nicolas Perrot,7430128.949088976,22,81,479,2449,22,4,FW
Henri Boucher,8516241.12231657,32,22,37,1860,7,15,FWDF
Luc Clement,9194157.985853963,38,18,66,2167,21,11,FWMF
René Thomas,5164845.194062218,22,196,237,271,19,17,FWDF
Damien Laurent,4582376.838196069,29,2,75,840,6,6,FWDF
Paul Michel,7726368.918619119,29,2,46,501,23,13,FW
Antoine Martin,8472345.266817138,36,101,482,462,12,16,MF
Pierre Renaud,5704926.758655347,25,123,66,2524,5,7,FW
Marc Michel,8165527.784754522,38,27,568,1355,9,9,DF
Laurent Simon,2461266.691586934,39,2,164,2693,16,9,MFDF
Marc Lefebvre,7073867.118312046,31,148,400,2095,9,6,MF
Marc Morin,4080783.5350511596,36,54,66,612,5,1,DF
Jacques Guillot,8857908.026850782,17,91,148,149,4,11,MFDF
Antoine Bernard,8274033.403885551,22,66,479,1973,11,10,FWMF
François Lefebvre,4475156.672974117,36,2,46,2138,5,10,FWMF
Pascal Bernard,2524886.028165929,38,169,482,2920,26,6,DF
Bruno Simon,7371052.843541838,32,19,75,2325,12,3,MFDF
Damien Rousseau,2343542.4126917496,27,74,179,235,1,7,FW
Pierre Garnier,1945351.8979018554,24,69,11,1067,3,1,FWDF
Henri Michel,9013761.469908059,19,2,37,2547,14,5,FWDF
Jean Durand,630511.9880707934,33,81,414,2159,16,3,MFDF
Julien Thomas,5364532.070280984,40,9,75,2547,25,17,DF
André Laurent,2878048.081952147,27,19,97,241,6,14,DF
Alain Renaud,136713.27128540725,36,74,164,2564,24,12,FW
Philippe Dubois,1600281.9006564096,22,163,11,1015,17,1,FWDF
Gérard Chevalier,1066213.3283680305,37,34,482,584,1,8,MFDF
Paul Clement,2175777.706038207,33,2,164,171,26,17,FW
Claude Marchand,7514740.7120792195,37,181,164,1196,4,18,MF
Pascal Lambert,4410215.375525877,20,79,148,314,5,18,FW
Marc Simon,4646044.856868684,32,88,148,237,15,7,FW
Olivier Dufour,8530312.059121206,20,41,75,1003,12,20,DF
Louis Lemoine,4896846.497664228,32,100,148,1174,14,15,FWDF
Paul Lefebvre,7404479.697789066,25,70,179,2888,13,15,FWDF
Sébastien Noel,3966001.3027023524,31,28,70,2452,24,12,FWMF
Pascal Durand,6311409.4980293885,31,116,97,2094,2,9,FWDF
René Rousseau,3896262.4725187197,32,144,400,1657,12,10,MF
Pierre Lemoine,2755773.043818772,27,99,11,2218,13,2,FW
André Dufour,2083160.0459758192,40,7,71,1374,10,10,FWDF
Philippe Petit,5937206.660746597,33,33,70,2157,21,18,MF
Olivier Guillot,9583074.859157205,30,200,237,777,29,6,MF
André Renaud,2119141.357089393,19,2,46,1486,2,2,FW
Paul Simon,7299581.1451924965,27,55,75,1157,29,18,FWMF
Alain Garnier,4148974.2977079004,19,95,37,2236,16,2,FW
Bruno Chapel,4073214.813321829,36,47,179,1543,3,9,DF
André Marchand,6253131.686616689,24,115,148,1332,29,7,FWMF
Thierry Boucher,1040125.3781048581,35,20,479,1443,22,9,FWMF
Pierre Chevalier,8243276.979145594,21,2,400,1697,22,0,MF
Antoine Perrot,8558110.961387865,18,46,71,737,16,4,MF
Christophe Fontaine,7929794.007982127,16,2,414,1167,29,7,DF
Jacques Leclerc,6339367.822627537,25,188,482,2787,25,19,FW
Claude Noel,5156767.318025231,24,84,164,2769,27,15,FW
Julien Michel,4373584.5503164455,25,2,164,987,12,6,FWMF
Alain Durand,2909106.633020565,17,101,11,200,11,16,MF
Luc Noel,1842351.5919828787,21,51,71,1981,30,15,FWMF
Damien Chevalier,552214.7697629407,34,40,70,2595,0,17,FWMF
Julien Moreau,3623782.2090741247,28,141,179,2771,22,19,FWDF
Jacques Chevalier,1496382.2898687795,23,119,83,1074,0,18,DF
Bruno Fontaine,4354851.593100466,23,190,70,1092,14,10,FWDF
Michel Simon,3525413.5756287724,37,46,414,312,19,13,MF
Sébastien Laurent,4097688.5995129123,22,67,179,1682,1,11,FWMF
René Renaud,5077270.611654967,37,2,46,1048,7,18,MF
Luc Martin,1202960.5133691803,32,138,83,870,8,18,DF
Gérard Dubois,5561388.9310043305,29,2,179,2709,14,6,FWDF
Nicolas Chevalier,7698587.082745507,17,168,414,1185,1,11,MF
Olivier Marchand,9544303.43711283,28,2,400,1801,4,6,FW
François Dufour,1986175.17107632,35,21,148,845,6,13,FWDF
Pascal Marchand,3203213.5708024725,40,133,414,2412,22,11,DF
Henri Rousseau,257733.93183480948,36,49,400,2689,21,10,DF
Pierre Petit,8913275.926047936,37,77,479,1253,13,3,FWMF
Sébastien Fontaine,5151717.62725804,40,155,479,1960,28,12,MF
Laurent Guillot,415142.8668992594,37,160,237,2758,23,4,DF
Jacques Garnier,2150410.790136084,15,2,37,489,3,20,MF
René Clement,9925005.965470336,39,84,97,1833,13,16,DF
Jacques Marchand,2586826.5885626897,24,92,37,1745,26,17,MF
Pascal Garnier,6080778.397596441,20,185,479,1344,26,20,MFDF
Thierry Leclerc,2002841.4812171832,20,161,237,2684,9,12,MFDF
Louis Blanc,9708007.206604816,16,2,164,1956,30,17,FW
Damien Dubois,8785783.054912463,30,195,400,1022,14,2,FWMF
Paul Fontaine,7795489.974878728,38,77,179,433,17,16,FWMF
Émile Martin,8660307.897510938,16,7,237,569,28,4,FWMF
Bruno Lambert,8176926.943613216,16,102,75,1994,5,11,FWMF
Jacques Lefebvre,4560176.579537801,21,154,71,322,15,11,DF
Christophe Chapel,8051771.608204581,25,92,83,1401,3,20,MFDF
Sébastien Guillot,537096.9466632232,22,177,148,1899,18,12,DF
François Fontaine,4319850.797438994,36,2,482,2569,11,13,FWDF
Jean Bernard,4621144.851110876,32,2,70,1453,29,14,MF
René Chevalier,5905843.904218636,40,2,75,533,28,18,FWDF
François Michel,7260228.698211722,36,69,237,2238,10,19,FWDF
Laurent Leclerc,8923371.414397843,30,130,11,2072,16,12,MF
Émile Blanc,8845434.570359066,40,2,148,2556,9,10,DF
René Simon,6408497.483539395,39,2,148,1936,28,4,FWMF
Alain Bernard,8171207.761112601,22,204,71,1283,9,10,MF
Louis Guillot,1695173.0398461223,28,2,400,2173,30,3,FW
Laurent Thomas,8186670.284322463,30,134,97,1768,6,1,MFDF
Louis Fontaine,5384871.9814559445,40,34,568,2876,10,15,FWMF
Alain Clement,3631607.763422653,25,67,97,1529,4,3,DF
Alain Lambert,2189244.2841548473,25,2,83,153,0,4,FWDF
François Chapel,6031730.6235432625,26,2,11,2762,18,12,DF
Henri Thomas,5810088.722407818,21,88,37,2126,1,3,DF
Émile Lefebvre,3783400.121796876,28,2,414,2877,14,18,FWMF
Paul Thomas,5925021.044048481,16,6,75,2001,2,15,FW
Thierry Simon,3770938.1028311327,36,165,237,362,14,2,MF
Michel Bernard,5835558.027448133,16,103,37,2670,29,10,FWMF
Michel Thomas,4181203.526351601,24,66,400,2962,8,10,FW
Paul Durand,3564034.203044139,35,3,75,452,19,9,FWDF
Jean Boucher,6190949.548245408,34,2,164,1343,22,9,MFDF
Alain Dufour,7961344.172130339,27,72,11,1077,15,15,FWDF
Michel Durand,5028089.496609755,35,184,71,1568,28,13,FW
Philippe Lemoine,4915967.5078699365,35,2,71,1542,24,10,MFDF
Laurent Chauvin,5322423.847997561,30,4,482,2240,18,13,DF
Claude Leclerc,497465.3890123591,25,68,414,404,9,16,MF
Julien Morin,5628955.875965767,25,7,71,272,8,15,DF
Bruno Rousseau,443483.64789038897,17,4,70,1260,9,10,FWDF
Pierre Dufour,9966557.667520829,26,125,237,451,25,18,FW
Luc Bernard,7821080.653229728,35,2,37,291,7,1,MFDF
Bruno Blanc,8583495.289436541,22,194,11,1492,17,9,FWDF
Laurent Laurent,4744668.949139304,37,200,237,2150,25,6,FWMF
Alain Chauvin,5146971.729351208,40,180,482,1173,12,19,FWMF
François Noel,4037139.4180692732,32,200,97,693,13,7,FWDF
Olivier Renaud,3245666.714478284,26,181,71,1477,8,11,FW
Émile Thomas,7998661.64305713,30,169,71,2802,1,8,MFDF
Nicolas Clement,4484771.780623123,38,2,148,2007,19,15,DF
Christophe Petit,9419448.03595543,32,171,148,2183,3,12,FWMF
Jean Martin,5498225.984442979,17,2,66,2528,0,4,MF
Sébastien Durand,7138949.854299426,22,2,568,1289,14,20,FWDF
Marc Lambert,4220964.209106751,33,209,479,1177,14,11,FW
Henri Durand,4191266.0505622625,32,2,97,2136,4,17,FW
René Perrot,514515.67916665226,34,2,83,803,1,8,FWMF
Laurent Durand,4430324.311833829,36,25,400,732,14,7,MFDF
André Lambert,5768336.169840768,27,170,479,1841,11,9,MFDF
Philippe Garnier,3034646.1973851547,30,88,400,971,7,6,FWDF
Michel Dufour,5571004.559588619,20,107,400,1922,28,5,MFDF
Antoine Morin,5845930.800889619,35,162,46,579,0,5,MF
Christophe Chevalier,3806279.7953141853,24,149,237,349,1,15,DF
Laurent Chevalier,8231269.563804381,15,164,482,357,4,11,FW
Julien Martin,3759153.170650825,34,90,70,107,25,2,FWMF
Paul Chevalier,3875926.7795365304,38,10,164,2159,10,18,MFDF
Émile Fontaine,7889853.549539112,28,189,568,2822,17,16,MF
Jean Simon,8932365.684746765,24,124,237,864,15,13,FWMF
André Chevalier,2698990.0031825528,36,86,414,1108,17,20,FWDF
Jean Dufour,5185172.722651623,20,161,97,2821,19,16,FW
Jean Chauvin,8516688.852361403,24,2,400,230,10,15,MF
René Blanc,9401933.640870266,32,166,71,1456,4,12,MF
Jean Garnier,9702052.990091033,19,144,164,2072,7,7,FW
René Morin,4993866.289057769,20,45,479,1941,27,19,DF
Pierre Morin,1759539.4759904593,39,161,46,2147,16,3,MFDF
Henri Petit,1135794.7369804606,27,2,237,1243,23,2,MFDF
Pascal Thomas,5781943.67478136,35,156,75,202,2,1,MF
Louis Michel,7432355.166017078,19,97,237,818,27,19,DF
Laurent Perrot,8515517.776017077,29,1,148,1574,19,14,FWDF
Christophe Renaud,699566.3507841527,22,86,37,1893,10,10,MF
Philippe Morin,3175019.3616375327,23,113,66,2069,23,3,DF
Olivier Chapel,5327116.142585874,23,2,70,1332,21,15,DF
Bruno Guillot,414138.738787733,18,170,482,544,5,15,DF
Olivier Morin,1098880.7281246409,19,122,482,2554,17,6,MFDF
Paul Chauvin,5211615.459807217,32,27,148,1374,12,6,MF
Gérard Marchand,936944.3099480122,36,2,482,1261,3,7,MFDF
Pascal Renaud,3829447.930981405,22,198,97,2056,23,7,MF
